0.25,81.93
0.62,81.91
0.37,81.91
1.00,81.91
0.25,81.90
0.75,81.92
0.87,81.92
0.62,81.94
0.25,81.94
1.12,81.95
0.38,81.95
1.24,81.95
0.50,81.97
1.00,81.94
0.25,81.94
0.62,81.85
1.00,81.86
0.37,81.86
0.62,81.86
0.12,81.86
0.99,81.86
0.50,81.86
0.37,81.87
